id,left_id,right_id,title_title_jac_qgm_3_qgm_3,title_title_cos_dlm_dc0_dlm_dc0,title_title_mel,title_title_lev_dist,title_title_lev_sim,venue_venue_jac_qgm_3_qgm_3,venue_venue_cos_dlm_dc0_dlm_dc0,venue_venue_jac_dlm_dc0_dlm_dc0,venue_venue_mel,venue_venue_lev_dist,venue_venue_lev_sim,venue_venue_nmw,venue_venue_sw,year_year_exm,year_year_anm,year_year_lev_dist,year_year_lev_sim,label
4624237,conf/sigmod/SrikantA96,OASIyc-vi9EJ,0.3793103448275862,0.13363062095621217,0.8726637959480286,19.0,0.703125,0.18666666666666668,0.4714045207910316,0.2222222222222222,0.593137264251709,51.0,0.25,-34.0,11.0,0.0,0.0,0.0,0.0,1.0
1498101,journals/sigmod/DomenigD99,S6TMGRGUq1IJ,1.0,1.0,1.0,0.0,1.0,0.7222222222222222,0.4999999999999999,0.3333333333333333,0.9857142567634583,1.0,0.9285714285714286,12.0,13.0,1.0,1.0,2.0,0.6666666666666667,1.0
1674426,conf/sigmod/FreireHRRS02,-JLg0gOjjb0J,0.34782608695652173,0.4472135954999579,0.696897566318512,13.0,0.6285714285714286,0.13333333333333333,0.0,0.0,0.5286576151847839,16.0,0.05882352941176472,-3.0,6.0,0.0,0.0,0.0,0.0,1.0
6255061,conf/vldb/GuptaM96,I83l_B0knOgJ,0.9324324324324325,0.8432740427115678,0.9589411616325378,1.0,0.9864864864864865,0.0,0.0,0.0,0.0,66.0,0.014925373134328401,-62.0,1.0,1.0,1.0,2.0,0.6666666666666667,1.0
3594736,conf/sigmod/Aulakh98,xFK4CkKj14EJ,1.0,1.0,1.0,0.0,1.0,0.7727272727272727,0.4999999999999999,0.3333333333333333,0.9888889193534851,1.0,0.9444444444444444,16.0,17.0,1.0,1.0,2.0,0.6666666666666667,1.0
5179395,conf/sigmod/ZhugeGHW95,lUxILYnWlLYJ,0.5070422535211268,0.43301270189221935,0.751691460609436,16.0,0.7241379310344828,0.3404255319148936,0.5773502691896258,0.3333333333333333,0.664332389831543,25.0,0.40476190476190477,-8.0,17.0,0.0,0.0,0.0,0.0,1.0
5719364,conf/sigmod/CareyDFHMNSSTTWZ94,PPV8eOf-uooJ,0.45454545454545453,0.22360679774997896,0.7435017228126526,11.0,0.7380952380952381,0.2153846153846154,0.4714045207910316,0.2222222222222222,0.6238561868667603,43.0,0.2833333333333333,-26.0,11.0,0.0,0.0,0.0,0.0,1.0
3189064,journals/sigmod/MattosD94,HhUCea7De6YJ,1.0,1.0,1.0,0.0,1.0,0.34782608695652173,0.4999999999999999,0.3333333333333333,0.8373626470565796,6.0,0.5714285714285714,7.0,8.0,1.0,1.0,2.0,0.6666666666666667,1.0
2797102,journals/sigmod/AbiteboulH95,kUA9e6YP8igJ,0.3717948717948718,0.3999999999999999,0.7645783424377441,16.0,0.7241379310344828,0.4583333333333333,0.40824829046386296,0.25,0.8304843306541443,5.0,0.7222222222222222,8.0,13.0,1.0,1.0,2.0,0.6666666666666667,1.0
4418143,conf/sigmod/FernandezFKLS97,zjrD8FvY6TgJ,0.8809523809523809,0.7999999999999998,0.9947368502616882,1.0,0.9736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6360810,conf/vldb/YanL95,gHMpuR5VHJ4J,0.5675675675675675,0.5,0.8518866300582886,14.0,0.631578947368421,0.0,0.0,0.0,0.0,37.0,0.07499999999999996,-33.0,1.0,0.0,0.0,0.0,0.0,1.0
3196576,journals/sigmod/JensenCEGHJ94,uncXRzIdSjYJ,0.44660194174757284,0.48795003647426655,0.6800000071525574,50.0,0.5,0.034482758620689655,0.0,0.0,0.38461539149284363,13.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
2272360,conf/sigmod/WynblattN01,PVUtZWBcxlAJ,1.0,1.0,1.0,0.0,1.0,0.7727272727272727,0.4999999999999999,0.3333333333333333,0.9888889193534851,1.0,0.9444444444444444,16.0,17.0,1.0,1.0,2.0,0.6666666666666667,1.0
4500801,conf/vldb/Taylor00,Af_4cNCu3MwJ,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.343137264251709,66.0,0.02941176470588236,-62.0,1.0,1.0,1.0,2.0,0.6666666666666667,1.0
2474536,conf/sigmod/OhHP00,cFpgCsBTSBEJ,0.475,0.18257418583505536,0.7409639954566956,22.0,0.7777777777777778,0.08888888888888889,0.0,0.0,0.418767511844635,21.0,0.25,-4.0,6.0,0.0,0.0,0.0,0.0,1.0
6997514,conf/vldb/StanoiRAA01,SBpUQ0L7KUgJ,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,66.0,0.014925373134328401,-62.0,1.0,1.0,1.0,2.0,0.6666666666666667,1.0
3955009,conf/sigmod/KiepuszewskiMO98,rq0Thaf1znAJ,0.43157894736842106,0.23904572186687872,0.8737491965293884,27.0,0.6625,0.0,0.0,0.0,0.4732026159763336,15.0,0.11764705882352944,-1.0,4.0,0.0,0.0,0.0,0.0,1.0
7495347,journals/tods/FukudaMMT01,Bcuo4_yr2p0J,0.45794392523364486,0.4558423058385518,0.819789469242096,63.0,0.37,0.020618556701030927,0.16666666666666666,0.08333333333333333,0.47702381014823914,60.0,0.1428571428571429,-35.0,6.0,0.0,0.9975012493753124,6.0,0.0,1.0
263783,conf/vldb/Guting94,584tvD8f6AAJ,1.0,1.0,1.0,0.0,1.0,0.4444444444444444,0.0,0.0,0.9599999785423279,1.0,0.8,3.0,4.0,1.0,1.0,2.0,0.6666666666666667,1.0
6526632,conf/vldb/Jermaine03,393ZqH9szo0J,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.343137264251709,66.0,0.02941176470588236,-62.0,1.0,1.0,1.0,2.0,0.6666666666666667,1.0
4674251,conf/sigmod/BunemanDHS96,R128Of6zyGgJ,0.4888888888888889,0.2519763153394848,0.8837863802909851,9.0,0.8636363636363636,0.2153846153846154,0.4999999999999999,0.25,0.6075050830841064,41.0,0.2931034482758621,-24.0,11.0,0.0,0.0,0.0,0.0,1.0
4820454,conf/vldb/RothOH99,OslUAjJi_B4J,0.8333333333333334,0.9258200997725515,0.7874228358268738,15.0,0.84375,0.0,0.0,0.0,0.4270833432674408,31.0,0.03125,-27.0,1.0,0.0,0.0,0.0,0.0,1.0
1339494,conf/sigmod/BohannonDGKLNS03,83wqw4ciNWoJ,0.5277777777777778,0.6804138174397718,0.6967089772224426,24.0,0.6190476190476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4280304,conf/sigmod/LivnyRBCDLMW97,sN-m3iBA6Y4J,0.8333333333333334,0.8249579113843053,0.9533904194831848,7.0,0.8970588235294118,0.13333333333333333,0.0,0.0,0.5286576151847839,16.0,0.05882352941176472,-3.0,6.0,0.0,0.0,0.0,0.0,1.0
7105097,conf/vldb/HulgeriS02,syoqNSarAscJ,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.6666666666666667,1.0
4562642,conf/vldb/CareyCNVDRSM99,JpMllVmmnkAJ,0.8611111111111112,0.857142857142857,0.9906249642372131,1.0,0.96875,0.0,0.0,0.0,0.0,66.0,0.014925373134328401,-62.0,1.0,1.0,1.0,2.0,0.6666666666666667,1.0
6835105,conf/vldb/SenkulKT02,g7HDbO4GCN4J,1.0,1.0,1.0,0.0,1.0,0.4444444444444444,0.0,0.0,0.9599999785423279,1.0,0.8,3.0,4.0,1.0,1.0,2.0,0.6666666666666667,1.0
5742051,conf/sigmod/Hellerstein94,Nn0LzB8rUPEJ,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3536340,conf/sigmod/RajagopalanML98,HVP6eYl30IgJ,0.5046728971962616,0.4029114820126901,0.7323468327522278,26.0,0.7263157894736842,0.208955223880597,0.4999999999999999,0.25,0.6042483448982239,43.0,0.2833333333333333,-26.0,11.0,0.0,0.0,0.0,0.0,1.0
5752733,conf/vldb/MaratheS97,HcgXkUDB-wYJ,0.44680851063829785,0.0,0.897124171257019,7.0,0.7941176470588236,0.0,0.0,0.0,0.0,66.0,0.014925373134328401,-62.0,1.0,0.0,0.0,0.0,0.0,1.0
419001,journals/sigmod/HanBP01,-OEJgpIAScMJ,1.0,1.0,1.0,0.0,1.0,0.7222222222222222,0.4999999999999999,0.3333333333333333,0.9857142567634583,1.0,0.9285714285714286,12.0,13.0,1.0,1.0,2.0,0.6666666666666667,1.0
8189530,journals/vldb/TempletonHMB95,RKNGp2gmOTUJ,0.6428571428571429,0.4444444444444444,0.9701492786407471,5.0,0.9253731343283582,0.06451612903225806,0.24999999999999994,0.1111111111111111,0.5377872586250305,61.0,0.08955223880597019,-54.0,6.0,1.0,1.0,2.0,0.6666666666666667,1.0
6817152,conf/vldb/DaynesC02,Ug0Yk0QhILMJ,1.0,1.0,1.0,0.0,1.0,0.4444444444444444,0.0,0.0,0.9599999785423279,1.0,0.8,3.0,4.0,1.0,1.0,2.0,0.6666666666666667,1.0
6989642,conf/vldb/AbiteboulBMMW02,0MJZbBBMixgJ,0.835820895522388,0.9428090415820632,0.9784615635871887,7.0,0.8923076923076922,0.1,0.0,0.0,0.0,10.0,0.2857142857142857,-6.0,4.0,1.0,1.0,2.0,0.6666666666666667,1.0
8076480,journals/vldb/MylopoulosCPST96,F5liQDe9lB8J,0.5714285714285714,0.19999999999999996,0.9250626564025879,4.0,0.9047619047619048,0.06451612903225806,0.24999999999999994,0.1111111111111111,0.5377872586250305,61.0,0.08955223880597019,-54.0,6.0,1.0,1.0,2.0,0.6666666666666667,1.0
8399294,conf/vldb/ShaferAM96,iU7EJFViYvgJ,0.48314606741573035,0.22360679774997896,0.7432432174682617,26.0,0.6486486486486487,0.1111111111111111,0.5,0.25,0.824999988079071,28.0,0.125,-24.0,4.0,0.0,0.0,0.0,0.0,1.0
4137186,conf/sigmod/GravanoCGP97,yfb8p_tlSlsJ,0.4188034188034188,0.5103103630798287,0.7061075568199158,64.0,0.33333333333333337,0.2153846153846154,0.26726124191242434,0.125,0.6075050830841064,41.0,0.2931034482758621,-24.0,11.0,0.0,0.0,0.0,0.0,1.0
2072228,conf/sigmod/AfratiLU01,U8adXFUIr3EJ,0.4383561643835616,0.13363062095621217,0.7604497075080872,12.0,0.7857142857142857,0.17391304347826086,0.24999999999999994,0.1111111111111111,0.6042483448982239,44.0,0.2666666666666667,-27.0,10.0,0.0,0.0,0.0,0.0,1.0
1406626,conf/sigmod/LarsonG03,vmQeUKFzhAEJ,0.5454545454545454,0.7142857142857142,0.7745097875595093,12.0,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7780494,journals/vldb/CatarciSC97,IIykL2NeD3UJ,0.7,0.3999999999999999,0.9504680633544922,3.0,0.94,0.06451612903225806,0.24999999999999994,0.1111111111111111,0.5377872586250305,61.0,0.08955223880597019,-54.0,6.0,1.0,1.0,2.0,0.6666666666666667,1.0
4213841,conf/sigmod/CareyDNAGS97,Y1Z4i3_4l00J,0.6379310344827587,0.8164965809277261,0.9321428537368774,19.0,0.6607142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.6666666666666667,1.0
8205288,journals/vldb/RamakrishnanSSS94,rgA2DgNVPBUJ,0.6470588235294118,0.5,0.9525641202926636,2.0,0.9230769230769231,0.06451612903225806,0.24999999999999994,0.1111111111111111,0.5377872586250305,61.0,0.08955223880597019,-54.0,6.0,1.0,1.0,2.0,0.6666666666666667,1.0
4468781,conf/sigmod/BressanGFJHKLMPQSS97,_1drQdYrtmsJ,0.35064935064935066,0.0,0.6659941077232361,24.0,0.5932203389830508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7569547,journals/tods/Hellerstein98,CuthnIIdYb4J,0.5487804878048781,0.3779644730092272,0.8783637285232544,14.0,0.7941176470588236,0.0,0.0,0.0,0.5266666412353516,22.0,0.12,-18.0,1.0,0.0,0.0,0.0,0.0,1.0
2501317,journals/sigmod/Chaudhri95,DY6x1fDAy9EJ,1.0,1.0,1.0,0.0,1.0,0.7222222222222222,0.4999999999999999,0.3333333333333333,0.9857142567634583,1.0,0.9285714285714286,12.0,13.0,1.0,1.0,2.0,0.6666666666666667,1.0
5951820,conf/sigmod/DogacAEOADAOS94,gt_wY6mYF_kJ,0.36666666666666664,0.47140452079103173,0.869185209274292,31.0,0.42592592592592593,0.09876543209876543,0.22360679774997896,0.09090909090909091,0.6103641390800476,55.0,0.2142857142857143,-38.0,7.0,0.0,0.0,0.0,0.0,1.0
3882533,conf/vldb/YiF00,7j1pKfzfgNYJ,1.0,1.0,1.0,0.0,1.0,0.4444444444444444,0.0,0.0,0.9599999785423279,1.0,0.8,3.0,4.0,1.0,1.0,2.0,0.6666666666666667,1.0
5924647,conf/sigmod/GrossmanQ94,yjqdBeNw5WoJ,0.5254237288135594,0.16666666666666669,0.9219093918800354,5.0,0.8837209302325582,0.1518987341772152,0.2357022603955158,0.1,0.5907562971115112,54.0,0.22857142857142854,-37.0,10.0,1.0,1.0,2.0,0.6666666666666667,1.0
1945891,conf/sigmod/NazeriBO01,2E9I_lugGC4J,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2979746,conf/sigmod/RundensteinerCCSO00,url:http://portal.acm.org/ft_gateway.cfm3Fid3D33549626type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5828153,conf/vldb/Ogawa96,zQDbTpO9kH4J,0.5833333333333334,0.3999999999999999,0.8788506388664246,8.0,0.8857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2214465,journals/sigmod/BerndtssonH96,url:http://portal.acm.org/ft_gateway.cfm3Fid3D38188926type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,0.9387755102040817,0.9166666666666669,0.9960395693778992,1.0,0.9900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.6666666666666667,1.0
7152583,conf/vldb/MankuM02,dkoIJqatfrsJ,0.48484848484848486,0.33333333333333337,0.9385610818862915,14.0,0.7083333333333333,0.0,0.0,0.0,0.0,66.0,0.014925373134328401,-62.0,1.0,0.0,0.0,0.0,0.0,1.0
4706063,conf/sigmod/ColbyGLMT96,tGBhWHHU7hsJ,0.782608695652174,0.5163977794943222,0.9478947520256042,2.0,0.95,0.1,0.31622776601683794,0.16666666666666666,0.3705029785633087,22.0,0.04347826086956519,-5.0,6.0,0.0,0.0,0.0,0.0,1.0
3036624,conf/sigmod/ChanI99,kNT7yt823K8J,1.0,1.0,1.0,0.0,1.0,0.7727272727272727,0.4999999999999999,0.3333333333333333,0.9888889193534851,1.0,0.9444444444444444,16.0,17.0,1.0,1.0,2.0,0.6666666666666667,1.0
4199170,conf/sigmod/TsueiPK97,DpQGq6n1jnkJ,0.47126436781609193,0.3779644730092272,0.8595681190490723,23.0,0.6805555555555556,0.1518987341772152,0.2357022603955158,0.1,0.5907562971115112,54.0,0.22857142857142854,-37.0,10.0,1.0,1.0,2.0,0.6666666666666667,1.0
1663656,journals/sigmod/BaaderJN97,SxT807RR-NsJ,0.44755244755244755,0.447213595499958,0.8370622992515564,48.0,0.6220472440944882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6036077,journals/sigmod/Kumar03,VuNnpxJwvQkJ,0.5294117647058824,0.19999999999999996,0.8900901079177856,4.0,0.8918918918918919,0.34782608695652173,0.4999999999999999,0.3333333333333333,0.8373626470565796,6.0,0.5714285714285714,7.0,8.0,1.0,1.0,2.0,0.6666666666666667,1.0
5902936,conf/vldb/CareyD96,5xe-dQqXfI8J,1.0,1.0,1.0,0.0,1.0,0.4444444444444444,0.0,0.0,0.9599999785423279,1.0,0.8,3.0,4.0,1.0,1.0,2.0,0.6666666666666667,1.0
202903,journals/sigmod/Aberer02a,url:http://portal.acm.org/ft_gateway.cfm3Fid3D56512926type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,1.0,1.0,1.0,0.0,1.0,0.7222222222222222,0.4999999999999999,0.3333333333333333,0.9857142567634583,1.0,0.9285714285714286,12.0,13.0,1.0,1.0,2.0,0.6666666666666667,1.0
3793405,conf/sigmod/SarawagiTA98,gSP43Tr3KTgJ,0.8260869565217391,0.9045340337332909,0.8851687908172607,17.0,0.8282828282828283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5517127,conf/sigmod/FaloutsosRM94,s-BT0x6h2qUJ,0.32142857142857145,0.2461829819586655,0.6437003016471863,49.0,0.4787234042553191,0.17647058823529413,0.26726124191242434,0.125,0.6379776000976562,25.0,0.3589743589743589,-8.0,12.0,0.0,0.0,0.0,0.0,1.0
2956528,conf/sigmod/ShuklaD00,yGz8BLxbPPcJ,0.7368421052631579,0.7559289460184544,0.7950766682624817,12.0,0.8285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.6666666666666667,1.0
4069376,conf/vldb/OzdenGHNSDGGW01,url:http://portal.acm.org/citation.cfm3Fid3D645927.672352,0.9242424242424242,0.8017837257372731,0.9971014857292175,1.0,0.9855072463768116,0.0,0.0,0.0,0.0,66.0,0.014925373134328401,-62.0,1.0,1.0,1.0,2.0,0.6666666666666667,1.0
4387704,conf/sigmod/GeneserethKD97,V1GBio3oeqMJ,0.391304347826087,0.5163977794943222,0.892783522605896,52.0,0.4639175257731959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.6666666666666667,1.0
667281,journals/sigmod/Barbara01,U8tEHzJ2Xj0J,0.3793103448275862,0.3113995776646092,0.8607710599899292,43.0,0.5784313725490196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.6666666666666667,1.0
3851807,conf/sigmod/LiuPTBBZBHY98,3tRtdT5VfDkJ,0.3559322033898305,0.20412414523193154,0.8091366291046143,15.0,0.6590909090909092,0.0851063829787234,0.0,0.0,0.47385621070861816,28.0,0.06666666666666665,-11.0,6.0,0.0,0.0,0.0,0.0,1.0
3548565,conf/vldb/BunkerCCMMW01,bKfF2TdyKDwJ,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4208860695362091,75.0,0.05063291139240511,-71.0,1.0,1.0,1.0,2.0,0.6666666666666667,1.0
6828413,conf/vldb/HristidisP02,5k-GwvznWRUJ,0.4948453608247423,0.6793662204867575,0.8959999680519104,52.0,0.48,0.0,0.0,0.0,0.0,17.0,0.0,-13.0,0.0,0.0,0.0,0.0,0.0,1.0
4622925,conf/sigmod/FukudaMMT96,Bcuo4_yr2p0J,0.5039370078740157,0.18181818181818182,0.861090898513794,12.0,0.88,0.1518987341772152,0.2357022603955158,0.1,0.5907562971115112,54.0,0.22857142857142854,-37.0,10.0,1.0,1.0,2.0,0.6666666666666667,1.0
6790005,conf/vldb/GolabO03,-8IwyDJe7fgJ,0.8522727272727273,0.9128709291752769,0.8179301023483276,9.0,0.8953488372093024,0.0,0.0,0.0,0.0,39.0,0.0714285714285714,-35.0,1.0,0.0,0.0,0.0,0.0,1.0
4273026,conf/sigmod/BrinMS97,41B5NuefLPsJ,0.5348837209302325,0.24999999999999994,0.9196234941482544,7.0,0.8985507246376812,0.22727272727272727,0.24999999999999994,0.1111111111111111,0.6042483448982239,43.0,0.2833333333333333,-26.0,17.0,0.0,0.0,0.0,0.0,1.0
7421209,journals/tods/CeriFPT94,tyaWVyKPyw0J,0.42990654205607476,0.2834733547569204,0.7047207355499268,33.0,0.648936170212766,0.0,0.0,0.0,0.3928571343421936,49.0,0.125,-24.0,5.0,0.0,0.0,0.0,0.0,1.0
7603957,journals/tods/ZobelMR98,tdDLf6RffisJ,0.5373134328358209,0.2857142857142857,0.9114657044410706,6.0,0.8909090909090909,0.4666666666666667,0.4472135954999579,0.2857142857142857,0.8561503887176514,14.0,0.6216216216216216,11.0,14.0,1.0,1.0,2.0,0.6666666666666667,1.0
2057675,journals/sigmod/ChangASS98,CPzROuDNZqgJ,1.0,1.0,1.0,0.0,1.0,0.34782608695652173,0.4999999999999999,0.3333333333333333,0.8373626470565796,6.0,0.5714285714285714,7.0,8.0,1.0,1.0,2.0,0.6666666666666667,1.0
337278,conf/vldb/Sarawagi95,w9je55hjOlwJ,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999498997995992,3.0,0.5,1.0
1558991,journals/sigmod/ConradHHKRSS99,cjvOCqu3cJgJ,0.5824175824175825,0.2357022603955158,0.9125892519950867,7.0,0.9,0.4583333333333333,0.40824829046386296,0.25,0.8304843306541443,5.0,0.7222222222222222,8.0,13.0,1.0,1.0,2.0,0.6666666666666667,1.0
2678024,journals/sigmod/SellisV95,url:http://portal.acm.org/ft_gateway.cfm3Fid3D21976626type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,1.0,1.0,1.0,0.0,1.0,0.7222222222222222,0.4999999999999999,0.3333333333333333,0.9857142567634583,1.0,0.9285714285714286,12.0,13.0,1.0,1.0,2.0,0.6666666666666667,1.0
6850849,conf/vldb/RohmBSS02,Lp_ozOkFI30J,0.5,0.27386127875258304,0.8249545097351074,15.0,0.8214285714285714,0.0,0.0,0.0,0.42592594027519226,32.0,0.11111111111111116,-28.0,1.0,1.0,1.0,2.0,0.6666666666666667,1.0
4757770,conf/sigmod/BerensonBGMOO95,w9IzqrZAa74J,0.64,0.5714285714285714,0.9219373464584351,3.0,0.9230769230769231,0.0,0.0,0.0,0.4542483687400818,45.0,0.16666666666666663,-28.0,4.0,0.0,0.0,0.0,0.0,1.0
5752391,conf/vldb/MaratheS97,vBUROMKYmQYJ,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.343137264251709,66.0,0.02941176470588236,-62.0,1.0,1.0,1.0,2.0,0.6666666666666667,1.0
2009372,journals/sigmod/Han98,qmIdBy8oNgEJ,0.33707865168539325,0.2519763153394848,0.8492674231529236,19.0,0.6984126984126984,0.16666666666666666,0.0,0.0,0.55788654088974,11.0,0.15384615384615385,-1.0,6.0,0.0,0.0,0.0,0.0,1.0
4278322,conf/sigmod/KornJF97,ZZUl2Dc1MPsJ,0.8170731707317073,0.7833494518006403,0.849322497844696,4.0,0.9452054794520548,0.21212121212121213,0.26726124191242434,0.125,0.6058491468429565,42.0,0.288135593220339,-25.0,11.0,0.0,0.0,0.0,0.0,1.0
2354734,conf/sigmod/KeoghCMP01,eHY42LnL_lsJ,0.5471698113207547,0.19999999999999996,0.8744891285896301,8.0,0.9024390243902439,0.0,0.0,0.0,0.5269066095352173,33.0,0.10810810810810811,-16.0,2.0,0.0,0.9995004995004995,3.0,0.5,1.0
5791415,conf/vldb/SrivastavaDJL96,WvvY_Ao19mAJ,0.5409836065573771,0.3086066999241838,0.8938402533531189,7.0,0.86,0.0,0.0,0.0,0.0,30.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,1.0
3996532,conf/sigmod/RoussopoulosKR97,H7Pi4AQU00YJ,0.5802469135802469,0.5720775535473553,0.9013702273368835,16.0,0.7746478873239436,0.28,0.4999999999999999,0.3333333333333333,0.8395721912384033,10.0,0.4117647058823529,1.0,7.0,1.0,1.0,2.0,0.6666666666666667,1.0
